City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Batticaloa,LK,7.7102,81.6924,81.75,75,100,6.11,moderate rain
345,Lavrentiya,RU,65.5833,-171.0,21.36,94,100,2.91,overcast clouds
346,Chitungwiza,ZW,-18.0127,31.0756,61.0,72,85,5.99,overcast clouds
347,Wanning,CN,18.8003,110.3967,75.38,90,22,2.93,few clouds
348,Flin Flon,CA,54.7682,-101.865,28.4,43,20,5.75,few clouds
349,Balabac,PH,7.9868,117.0645,81.57,74,100,16.93,overcast clouds
350,Sibut,CF,5.718,19.0739,73.27,78,100,2.13,overcast clouds
351,Shepsi,RU,44.0361,39.1489,56.17,94,100,6.35,overcast clouds
352,Cherskiy,RU,68.75,161.3,22.62,88,100,8.75,overcast clouds
353,Karratha,AU,-20.7377,116.8463,79.39,64,0,7.2,clear sky
354,Bandarbeyla,SO,9.4942,50.8122,82.42,78,36,12.41,scattered clouds
355,Luba,GQ,3.4568,8.5547,80.6,100,40,6.91,scattered clouds
356,Vogar,IS,63.9832,-22.3874,37.4,81,75,29.93,broken clouds
357,Hongjiang,CN,27.11,109.9956,56.7,98,100,1.83,overcast clouds
358,Somerset East,ZA,-32.7217,25.588,68.94,22,0,4.03,clear sky
359,Norman Wells,CA,65.282,-126.8329,39.2,56,1,2.3,clear sky
360,Caravelas,BR,-17.7125,-39.2481,80.92,69,7,9.01,clear sky
361,Lakes Entrance,AU,-37.8811,147.981,43.0,95,6,7.27,clear sky
362,Russkiy Kameshkir,RU,52.8589,46.0892,47.64,73,100,9.53,overcast clouds
363,Vila,PT,42.0304,-8.1588,61.0,52,100,8.99,overcast clouds
364,Tura,IN,25.5198,90.2201,67.69,88,0,5.3,clear sky
365,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.01,50,0,5.01,clear sky
366,Gillette,US,44.2911,-105.5022,57.2,30,75,11.5,broken clouds
367,Beruwala,LK,6.4788,79.9828,80.11,79,54,2.1,broken clouds
368,Harbour Breton,CA,47.4833,-55.7983,40.35,94,100,19.77,overcast clouds
369,Flinders,AU,-34.5833,150.8552,53.01,86,2,1.01,clear sky
370,Susanville,US,40.4163,-120.653,64.4,14,1,3.44,clear sky
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,51,40,3.44,scattered clouds
372,Yamada,JP,39.4667,141.95,47.03,81,89,8.43,overcast clouds
373,Druzhba,UA,52.0428,33.9453,41.92,86,9,3.27,clear sky
374,Ipixuna,BR,-1.7625,-48.8043,73.4,100,75,6.91,light rain
375,Yaan,NG,7.3833,8.5667,83.26,58,100,8.39,overcast clouds
376,Palauig,PH,15.435,119.9045,79.56,80,100,2.48,overcast clouds
377,Palembang,ID,-2.9167,104.7458,73.15,95,29,2.37,scattered clouds
378,San Lorenzo,PY,-25.3333,-57.5333,87.8,48,40,6.91,scattered clouds
379,Lata,PT,40.1629,-8.3327,66.0,59,0,5.75,clear sky
380,Alekseyevsk,RU,57.8406,108.3492,12.88,95,94,3.18,overcast clouds
381,Cameta,BR,-2.2444,-49.4958,80.6,81,100,4.09,overcast clouds
382,Chodavaram,IN,17.8333,82.95,80.28,81,11,2.71,few clouds
383,San Joaquin,US,37.9333,-121.3011,79.0,26,1,8.05,clear sky
384,Bulawayo,ZW,-20.15,28.5833,54.72,57,0,8.97,clear sky
385,San Juan,AR,-31.5375,-68.5364,84.99,35,100,6.85,overcast clouds
386,Pingliang,CN,35.5392,106.6861,39.0,72,0,3.0,clear sky
387,Amga,RU,60.8953,131.9608,22.69,94,100,11.16,snow
388,Dunmore East,IE,52.1514,-6.9861,48.99,79,100,1.99,overcast clouds
389,Paamiut,GL,61.994,-49.6678,27.81,50,100,4.5,overcast clouds
390,Huanren,CN,41.2647,125.3667,40.12,67,8,5.77,clear sky
391,Nabire,ID,-3.3667,135.4833,74.88,92,100,3.78,overcast clouds
392,Zhanaozen,KZ,43.3,52.8,58.12,50,80,5.82,broken clouds
393,Progreso,MX,21.2833,-89.6667,99.0,41,75,11.5,broken clouds
394,Puerto Colombia,CO,10.9878,-74.9547,75.2,94,75,4.61,broken clouds
395,Salaga,GH,8.5508,-0.5188,86.83,53,55,9.35,broken clouds
396,Xingyi,CN,24.1877,102.817,56.03,93,4,4.59,clear sky
397,Haines Junction,CA,60.7522,-137.5108,44.6,33,78,1.14,broken clouds
398,Patterson,US,37.4716,-121.1297,78.01,24,1,9.22,clear sky
399,Paidha,UG,2.4167,30.9855,63.28,85,18,2.93,few clouds
400,Bemidji,US,47.4736,-94.8803,41.0,93,90,13.8,overcast clouds
401,Eydhafushi,MV,5.1033,73.0708,84.24,68,100,7.45,overcast clouds
402,Reading,GB,51.4562,-0.9711,57.2,33,75,4.61,broken clouds
403,Jalali,IN,27.8667,78.2667,81.25,20,7,6.91,clear sky
404,Quelimane,MZ,-17.8786,36.8883,75.2,78,20,8.05,few clouds
405,Berlevag,NO,70.8578,29.0864,39.2,65,0,4.61,clear sky
406,Danilov,RU,58.1908,40.1717,40.33,77,100,9.42,overcast clouds
407,Saint John,CA,45.2727,-66.0677,44.6,81,90,14.97,overcast clouds
408,Quatre Cocos,MU,-20.2078,57.7625,77.0,100,75,11.5,light rain
409,Arman,RU,59.7,150.1667,28.02,92,99,5.12,overcast clouds
410,Coleraine,GB,55.1333,-6.6667,53.6,82,75,9.22,broken clouds
411,Kampot,KH,10.6167,104.1833,78.8,89,40,6.91,moderate rain
412,Taltal,CL,-25.4,-70.4833,67.84,74,28,7.67,scattered clouds
413,West Bay,KY,19.3667,-81.4167,86.0,70,20,12.66,few clouds
414,Emilio Carranza,MX,19.9711,-96.6114,75.29,66,48,19.01,scattered clouds
415,Jamsa,FI,61.8642,25.19,50.0,34,0,4.61,clear sky
416,Pacific Grove,US,36.6177,-121.9166,66.2,63,1,3.44,clear sky
417,Hailun,CN,47.45,126.9333,42.67,46,2,6.93,clear sky
418,Kavaratti,IN,10.5669,72.642,84.02,70,100,3.31,overcast clouds
419,Baykit,RU,61.67,96.37,23.58,96,100,4.32,light snow
420,Atasu,KZ,48.6814,71.6433,53.33,60,79,7.83,light rain
421,Fort Nelson,CA,58.8053,-122.7002,41.0,81,20,2.3,few clouds
422,Neiafu,TO,-18.65,-173.9833,73.4,94,75,10.33,broken clouds
423,Cabo San Lucas,MX,22.8909,-109.9124,84.0,44,1,8.05,clear sky
424,Avera,US,33.194,-82.5271,77.0,31,1,9.22,clear sky
425,Port Hedland,AU,-20.3167,118.5667,71.6,73,2,4.61,clear sky
426,Avanigadda,IN,16.0215,80.9181,82.26,77,22,6.85,few clouds
427,Zhaoyang,CN,42.682,126.0305,42.75,42,5,6.85,clear sky
428,Buchanan,LR,5.8808,-10.0467,84.2,79,40,4.61,scattered clouds
429,Itoman,JP,26.1247,127.6694,64.4,63,75,12.66,broken clouds
430,Ajdabiya,LY,30.7554,20.2263,72.0,56,100,14.41,overcast clouds
431,Kajaani,FI,64.2273,27.7285,37.4,70,0,2.3,clear sky
432,Zabaykalsk,RU,49.6333,117.3167,31.17,34,4,16.49,clear sky
433,Roquetas De Mar,ES,36.7642,-2.6148,62.6,77,20,5.75,few clouds
434,Matay,EG,28.419,30.7792,89.58,12,54,3.15,broken clouds
435,Taoudenni,ML,22.6783,-3.9836,88.16,12,0,11.1,clear sky
436,Dunedin,NZ,-45.8742,170.5036,51.03,80,100,6.6,overcast clouds
437,Batagay-Alyta,RU,67.8006,130.4114,10.72,96,100,6.53,light snow
438,Santa Rosa,PH,14.3122,121.1114,82.4,74,20,4.61,few clouds
439,Nishihara,JP,26.1842,127.7558,64.4,63,75,12.66,broken clouds
440,Pafos,CY,34.7667,32.4167,68.0,56,0,4.61,clear sky
441,Sierra Vista,US,31.5545,-110.3037,66.0,22,1,3.44,clear sky
442,Gap,FR,44.6667,6.0,39.99,74,19,1.99,few clouds
443,Mitsamiouli,KM,-11.3847,43.2844,80.69,78,6,12.24,light rain
444,Malvern,US,34.3623,-92.813,62.01,44,90,10.36,overcast clouds
445,Xifeng,CN,42.7372,124.7222,51.62,28,99,15.21,overcast clouds
446,Karonga,MW,-9.9333,33.9333,71.96,80,86,11.03,light rain
447,Sisimiut,GL,66.9395,-53.6735,20.48,65,100,14.63,overcast clouds
448,Cayenne,GF,4.9333,-52.3333,82.4,74,75,12.66,broken clouds
449,Lazaro Cardenas,MX,17.9583,-102.2,82.06,45,0,8.99,clear sky
450,Katima Mulilo,NA,-17.5,24.2667,65.68,54,0,6.85,clear sky
451,Paracatu,BR,-17.2222,-46.8747,80.4,51,67,3.65,broken clouds
452,Honiara,SB,-9.4333,159.95,77.5,87,99,3.44,overcast clouds
453,Clinton,US,42.587,-82.9199,61.0,74,100,1.01,overcast clouds
454,Klyuchi,RU,52.2667,79.1667,45.01,84,86,19.22,light rain
455,Miri,MY,4.4148,114.0089,75.2,88,20,3.44,few clouds
456,Nioro,GM,13.35,-15.75,101.3,11,96,3.89,overcast clouds
457,Talnakh,RU,69.4865,88.3972,-16.85,88,77,1.63,broken clouds
458,South Venice,US,27.0531,-82.4243,87.01,74,1,14.97,clear sky
459,Kailua,US,21.4022,-157.7394,75.2,64,20,9.22,few clouds
460,Grado,ES,43.388,-6.0743,55.99,71,0,9.22,clear sky
461,Dax,FR,43.75,-1.1667,57.2,44,3,4.61,clear sky
462,Tautira,PF,-17.7333,-149.15,82.4,69,20,2.3,few clouds
463,Serenje,ZM,-13.2325,30.2352,57.24,93,75,7.54,broken clouds
464,Kysyl-Syr,RU,63.8986,122.7617,1.51,99,99,3.04,overcast clouds
465,Naigarhi,IN,24.7833,81.7833,84.2,16,0,5.59,clear sky
466,Nome,US,64.5011,-165.4064,35.6,64,1,10.36,clear sky
467,Pangnirtung,CA,66.1451,-65.7125,17.6,67,40,6.91,scattered clouds
468,Ust-Omchug,RU,61.15,149.6333,22.42,96,100,1.99,overcast clouds
469,Huarmey,PE,-10.0681,-78.1522,73.6,74,60,11.48,broken clouds
470,Shakawe,BW,-18.3667,21.85,65.61,45,0,6.31,clear sky
471,Hovd,MN,48.0056,91.6419,42.58,33,47,9.51,scattered clouds
472,Dicabisagan,PH,17.0818,122.4157,73.98,89,100,17.09,overcast clouds
473,Mogadishu,SO,2.0371,45.3438,83.53,72,82,11.61,broken clouds
474,Killybegs,IE,54.6333,-8.45,51.8,93,90,8.05,overcast clouds
475,Svetlogorsk,BY,52.6333,29.7333,44.13,84,33,6.11,scattered clouds
476,Eyl,SO,7.9803,49.8164,82.24,77,46,13.94,scattered clouds
477,Mattru,SL,7.6244,-11.8332,82.67,69,82,7.9,broken clouds
478,Zhigansk,RU,66.7697,123.3711,-1.39,99,99,2.51,overcast clouds
479,Burgos,ES,42.3394,-3.7079,53.6,40,0,8.05,clear sky
480,Uyutne,UA,45.1994,33.3014,52.0,65,100,5.77,overcast clouds
481,Kasongo-Lunda,CD,-6.4667,16.8167,74.07,92,100,0.72,overcast clouds
482,Harnosand,SE,62.6323,17.9379,42.8,75,41,3.44,scattered clouds
483,Oranjemund,NA,-28.55,16.4333,69.93,56,89,2.04,overcast clouds
484,Thinadhoo,MV,0.5333,72.9333,82.67,64,97,5.97,overcast clouds
485,Akdepe,TM,42.0551,59.3788,68.0,34,0,6.91,clear sky
486,Borogontsy,RU,62.6683,131.1683,13.19,96,100,3.4,overcast clouds
487,Cedar Lake,US,41.3648,-87.4411,61.0,33,40,4.61,scattered clouds
488,Hami,CN,42.8,93.45,60.6,26,54,11.74,broken clouds
489,Oppdal,NO,62.5943,9.6912,35.56,80,12,7.11,few clouds
490,Houten,NL,52.0268,5.1694,51.01,83,63,8.21,broken clouds
491,Vilyuysk,RU,63.7553,121.6247,1.67,98,100,2.44,overcast clouds
492,Shaoyang,CN,27.2315,111.4525,54.52,94,90,0.89,overcast clouds
493,Chudovo,RU,59.1167,31.6833,48.4,61,100,9.15,overcast clouds
494,Manggar,ID,-2.8833,108.2667,80.6,72,99,2.95,overcast clouds
495,Suntar,RU,62.1444,117.6319,15.57,93,100,5.68,overcast clouds
496,Wattegama,LK,6.7989,81.4808,78.8,94,100,4.61,overcast clouds
497,Tianpeng,CN,30.9866,103.9393,62.01,1,100,2.95,overcast clouds
498,Kedrovyy,RU,56.1667,91.8167,32.0,64,0,4.47,clear sky
499,Maceio,BR,-9.6658,-35.7353,78.8,83,75,11.5,broken clouds
500,Jaclupan,PH,10.3,123.8167,78.8,78,90,4.61,overcast clouds
501,Hihya,EG,30.6713,31.588,87.8,30,0,14.97,clear sky
502,Bloomsburg,US,41.0037,-76.4549,59.0,50,80,7.23,broken clouds
503,Shimoda,JP,34.6667,138.95,46.99,60,0,5.01,clear sky
504,Ilembula,TZ,-8.9,34.5833,61.25,83,25,8.93,scattered clouds
505,Gamboma,CG,-1.8764,15.8644,74.03,92,100,2.64,overcast clouds
506,Lagoa,PT,39.05,-27.9833,60.91,87,97,10.85,overcast clouds
507,Kalispell,US,48.1958,-114.3129,59.0,33,75,9.22,broken clouds
508,Rong Kwang,TH,18.339,100.3174,75.0,90,4,0.98,clear sky
509,Siocon,PH,7.7061,122.1353,78.44,87,100,7.94,overcast clouds
510,Moron,AR,-34.6534,-58.6198,73.99,78,69,3.0,broken clouds
511,Terrace,CA,54.5163,-128.6035,62.6,31,1,10.36,clear sky
512,Aykhal,RU,66.0,111.5,-8.86,100,88,2.73,overcast clouds
513,Port Hardy,CA,50.6996,-127.4199,55.4,62,1,3.44,clear sky
514,Santa Catarina,BR,-27.0,-50.0,70.74,65,94,3.69,overcast clouds
515,Kathmandu,NP,27.7167,85.3167,55.4,94,20,3.44,few clouds
516,Beloha,MG,-25.1667,45.05,65.59,65,0,14.25,clear sky
517,Chapais,CA,49.7834,-74.8492,48.2,53,90,2.3,overcast clouds
518,Adrar,MR,20.5022,-10.0711,84.34,8,0,8.05,clear sky
519,Havoysund,NO,70.9963,24.6622,41.0,70,0,9.22,clear sky
520,Lima,PE,-12.0432,-77.0282,72.0,73,20,5.75,few clouds
521,Krasnoselkup,RU,65.7,82.4667,-11.42,94,19,14.76,few clouds
522,Gobabis,NA,-22.45,18.9667,67.51,42,97,13.89,overcast clouds
523,Zorritos,PE,-3.6805,-80.6782,86.0,62,75,10.36,broken clouds
524,Cabatuan,PH,10.8794,122.486,77.86,74,100,6.08,overcast clouds
525,Canutama,BR,-6.5339,-64.3831,78.35,82,99,1.79,overcast clouds
526,Marawi,PH,7.9986,124.2928,73.99,87,94,4.0,overcast clouds
527,Tocopilla,CL,-22.092,-70.1979,71.37,65,13,6.22,few clouds
528,Palmer,US,42.1584,-72.3287,60.01,36,75,11.5,broken clouds
529,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,86.0,70,75,2.3,broken clouds
530,Gizo,SB,-8.103,156.8419,82.63,72,100,3.4,light rain
531,Calama,CL,-22.4667,-68.9333,73.4,10,0,17.27,clear sky
532,Mayo,US,38.8876,-76.5119,64.0,62,40,11.5,scattered clouds
533,Almaznyy,RU,48.0448,40.045,50.0,76,20,4.47,few clouds
534,Praia,CV,14.9215,-23.5087,75.2,64,20,23.02,few clouds
535,Dolores,AR,-36.3132,-57.6792,74.08,62,64,8.79,broken clouds
536,Mucurapo,TT,10.6667,-61.5333,88.0,51,40,19.57,scattered clouds
537,Casa Nova,BR,-9.4167,-41.1333,93.2,40,40,6.91,scattered clouds
538,Comodoro Rivadavia,AR,-45.8667,-67.5,75.2,23,0,19.57,clear sky
539,Masasi,TZ,-10.7167,38.8,64.9,92,11,4.25,few clouds
540,Mumford,GH,5.2618,-0.759,81.43,79,100,4.09,light rain
541,Lexington,US,37.9887,-84.4777,61.0,41,75,4.61,broken clouds
542,Naze,JP,28.3667,129.4833,59.27,63,97,12.88,overcast clouds
543,Bucerias,MX,20.75,-105.3333,78.8,61,1,12.66,clear sky
544,Houma,US,29.5958,-90.7195,69.01,59,100,11.01,overcast clouds
545,Nizhnevartovsk,RU,60.9344,76.5531,10.4,56,0,11.18,clear sky
546,Bollnas,SE,61.3482,16.3946,41.0,42,2,2.93,clear sky
547,Beni,CD,0.5,29.4667,69.13,75,99,3.2,overcast clouds
548,Nara,JP,34.6851,135.8049,46.0,72,2,3.71,clear sky
549,Xinpu,CN,34.5997,119.1594,47.55,55,39,5.79,scattered clouds
550,Yokadouma,CM,3.5167,15.05,69.49,96,100,1.88,overcast clouds
551,Mnogovershinnyy,RU,53.9353,139.9242,28.13,94,100,5.88,overcast clouds
552,Atambua,ID,-9.1061,124.8925,70.41,83,93,4.38,overcast clouds
553,San Nicolas,PH,18.1725,120.5953,77.0,69,20,11.5,few clouds
554,Uglekamensk,RU,43.2172,133.2303,39.13,78,1,2.46,clear sky
555,Tommot,RU,58.9564,126.2925,19.78,93,100,10.04,snow
556,Along,IN,28.1667,94.7667,62.74,97,100,2.48,overcast clouds
557,Muros,ES,42.7762,-9.0603,63.0,67,100,5.01,overcast clouds
558,Homer,US,59.6425,-151.5483,53.6,47,40,4.61,scattered clouds
559,Vodnyy,RU,63.5046,53.4095,23.61,77,18,3.15,few clouds
560,Bom Jesus,BR,-9.0744,-44.3586,83.37,56,100,2.33,overcast clouds
561,Half Moon Bay,US,37.4636,-122.4286,75.0,63,1,7.27,clear sky
562,Autazes,BR,-3.5797,-59.1306,75.63,96,99,6.69,moderate rain
563,Morant Bay,JM,17.8815,-76.4093,91.0,66,20,28.77,few clouds
564,Mariental,NA,-24.6333,17.9667,68.07,56,56,11.27,light rain
565,Vao,NC,-22.6667,167.4833,76.86,77,17,9.73,moderate rain
566,Riyadh,SA,24.6877,46.7219,91.4,12,20,9.22,few clouds
567,Puerto Quijarro,BO,-17.7833,-57.7667,88.45,49,100,2.04,overcast clouds
568,Douglas,US,41.3,-96.167,62.01,30,75,3.44,broken clouds
569,Gweta,BW,-20.1833,25.2333,69.87,28,0,11.41,clear sky
570,Asau,RO,46.4333,26.4,43.0,65,100,1.14,overcast clouds
571,Sao Bartolomeu De Messines,PT,37.2602,-8.2867,66.2,77,0,9.22,clear sky
572,Korla,CN,41.7597,86.1469,64.26,22,100,8.59,overcast clouds
573,Gameleira,BR,-8.5844,-35.3867,77.67,86,91,6.02,overcast clouds
574,Grand Gaube,MU,-20.0064,57.6608,77.0,86,100,5.99,light rain
575,Palu,ID,-0.8917,119.8707,74.89,89,100,2.53,light rain
576,Waipawa,NZ,-41.4122,175.5153,60.8,63,29,16.11,scattered clouds
577,Balangiga,PH,11.1097,125.3875,74.82,89,100,24.96,heavy intensity rain
578,Andreapol,RU,56.6513,32.2664,45.99,60,100,9.46,overcast clouds
579,Kaeo,NZ,-35.1,173.7833,54.0,92,60,2.66,broken clouds
580,San Lawrenz,MT,36.0553,14.204,57.0,71,20,8.05,few clouds
581,Saint-Francois,FR,46.4154,3.9054,48.99,66,0,4.61,clear sky
582,Ugoofaaru,MV,5.6667,73.0,84.52,72,100,8.1,overcast clouds
583,Ketchikan,US,55.3422,-131.6461,51.8,62,1,11.5,clear sky
584,Sogod,PH,10.3847,124.9814,76.37,86,100,12.26,heavy intensity rain
585,Yar-Sale,RU,66.8333,70.8333,-6.36,99,91,8.05,overcast clouds
586,Kargil,IN,34.5667,76.1,30.69,62,52,7.65,broken clouds
587,Gyomaendrod,HU,46.9333,20.8333,46.4,100,90,2.3,light rain
588,Tabuk,PH,17.4189,121.4443,68.9,89,75,10.18,broken clouds
589,Klaksvik,FO,62.2266,-6.589,44.6,81,75,5.75,broken clouds
590,Canoas,BR,-29.9178,-51.1836,78.8,65,75,16.11,broken clouds
591,Galle,LK,6.0367,80.217,80.96,78,37,6.78,scattered clouds
592,Rundu,NA,-17.9333,19.7667,66.38,45,1,7.58,clear sky
593,Hurghada,EG,27.2574,33.8129,80.6,50,0,2.57,clear sky
594,Novska,HR,45.3406,16.9769,46.4,81,75,4.61,broken clouds
595,Pekan,MY,3.4836,103.3996,77.0,94,20,1.61,few clouds
596,Maningrida,AU,-12.0667,134.2667,71.78,77,100,7.74,overcast clouds
597,Pinega,RU,64.7001,43.3936,29.62,59,20,3.78,few clouds
598,Khash,IR,28.2211,61.2158,68.32,20,100,5.3,overcast clouds
599,Puro,PH,12.4841,123.3827,74.03,90,100,33.08,moderate rain
600,Santa Cruz Del Sur,CU,20.7147,-77.9956,87.08,56,3,10.69,moderate rain
601,Etah,IN,27.6333,78.6667,82.17,20,37,7.58,scattered clouds
602,Manica,FR,49.0,-1.1667,48.2,53,0,5.75,clear sky
603,Broome,US,42.2506,-75.833,55.99,44,40,9.22,scattered clouds
604,Qasigiannguit,GL,68.8193,-51.1922,14.0,41,46,2.3,scattered clouds
605,Vostok,RU,46.4856,135.8833,31.69,94,32,4.85,scattered clouds
606,Chumikan,RU,54.7183,135.315,27.9,95,100,10.42,light snow
607,Iralaya,HN,15.0,-83.2333,89.6,70,75,11.5,broken clouds
608,Poum,NC,-20.2333,164.0167,77.68,79,95,10.25,overcast clouds
609,Porosozero,RU,62.7191,32.727,40.15,83,100,4.0,overcast clouds
610,Saint-Jacques,CA,45.9501,-73.5659,55.0,54,80,2.3,broken clouds
611,Saint-Augustin,CA,51.226,-58.6502,37.08,93,100,21.03,overcast clouds
612,Bud,US,39.447,-86.1758,61.0,31,1,5.75,clear sky
613,Shumyachi,RU,53.8583,32.4242,42.17,91,94,7.09,overcast clouds
614,Rosarito,MX,32.3333,-117.0333,81.0,35,1,14.97,clear sky
615,Chokwe,MZ,-24.5333,32.9833,65.21,74,16,6.02,few clouds
616,Charters Towers,AU,-20.1,146.2667,68.31,79,4,6.73,clear sky
617,Tynda,RU,55.1667,124.7167,19.62,72,100,11.3,overcast clouds
618,Lamu,KE,-2.2717,40.902,80.6,83,75,14.97,light rain
619,Trat,TH,12.5,102.5,81.0,99,100,2.59,overcast clouds
620,Aden,YE,12.7794,45.0367,81.1,75,72,14.14,broken clouds
621,Ankazoabo,MG,-22.2833,44.5167,67.3,64,100,4.14,overcast clouds
622,Lewiston,US,44.1003,-70.2148,52.0,53,90,8.05,overcast clouds
623,Burnie,AU,-41.0667,145.9167,54.0,88,100,3.0,overcast clouds
624,Yasnyy,RU,51.0333,59.8742,46.85,63,100,24.32,overcast clouds
625,Erdaojiang,CN,41.7764,126.0319,40.23,59,5,4.5,clear sky
626,Dawson,US,31.7735,-84.4466,78.01,29,1,3.44,clear sky
627,Mouila,GA,-1.8685,11.0559,76.59,89,100,1.39,overcast clouds
628,Turayf,SA,31.6725,38.6637,82.4,23,0,4.61,clear sky
629,Spokoynaya,RU,44.2468,41.4015,52.23,91,100,3.76,light rain
630,Miragoane,HT,18.4423,-73.0876,86.97,49,11,6.31,few clouds
631,Newport,GB,51.5877,-2.9984,50.0,50,100,6.91,overcast clouds
632,Redcliffe,AU,-27.2307,153.0973,59.0,94,0,6.91,clear sky
633,Port-Cartier,CA,50.0334,-66.8654,41.0,65,75,8.05,broken clouds
634,Jiuquan,CN,39.7432,98.5174,56.41,16,100,5.14,overcast clouds
635,Lensk,RU,60.7253,114.9278,2.62,97,49,4.05,scattered clouds
636,Guerrero Negro,MX,27.9769,-114.0611,67.42,58,4,13.22,clear sky
637,Sassandra,CI,4.95,-6.0833,80.47,76,100,7.65,overcast clouds
638,Vastseliina,EE,57.7303,27.2932,48.2,37,0,4.47,clear sky
639,Aripuana,BR,-9.1667,-60.6333,80.02,88,60,2.24,broken clouds
640,Luwuk,ID,-0.9516,122.7875,75.6,87,100,2.62,light rain
641,Storsteinnes,NO,69.2408,19.2344,44.6,39,0,5.97,clear sky
642,Russellville,US,35.2784,-93.1338,60.8,55,84,10.36,light rain
643,Green River,US,41.5286,-109.4662,48.2,27,1,9.22,clear sky
644,Sioux Lookout,CA,50.1001,-91.917,30.2,86,90,13.8,snow
645,Kapit,MY,2.0167,112.9333,69.4,99,100,1.03,overcast clouds
646,Ico,BR,-6.4011,-38.8622,84.99,62,100,3.09,overcast clouds
647,Belmonte,BR,-15.8631,-38.8828,82.4,69,20,13.8,few clouds
648,Cooma,AU,-36.2333,149.1333,28.4,100,8,1.63,clear sky
649,Dallas,US,32.7668,-96.7836,66.0,39,40,10.36,scattered clouds
650,Springbok,ZA,-29.6643,17.8865,72.19,31,2,2.24,clear sky
651,Greymouth,NZ,-42.4667,171.2,51.75,90,45,2.15,scattered clouds
652,Yeppoon,AU,-23.1333,150.7333,66.2,82,28,5.75,scattered clouds
653,Clyde River,CA,70.4692,-68.5914,6.8,85,90,11.5,overcast clouds
654,Umba,RU,66.6871,34.3429,32.61,82,100,10.8,overcast clouds
655,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,88,20,14.97,few clouds
656,Kudahuvadhoo,MV,2.6708,72.8944,83.28,62,100,7.61,overcast clouds
657,Atar,MR,20.5169,-13.0499,96.8,15,74,9.22,broken clouds
658,Bathurst,AU,-33.4166,149.5806,39.65,75,0,1.95,clear sky
659,Nong Khai,TH,17.9167,103.0833,77.0,99,98,2.98,overcast clouds
660,Arrifes,PT,37.7667,-25.7,62.6,88,20,14.97,few clouds
661,Kastamonu,TR,41.5,33.6667,56.52,69,100,7.81,overcast clouds
662,Shingu,JP,33.7333,135.9833,43.83,81,0,6.06,clear sky
663,Broken Hill,AU,-31.95,141.4333,50.0,66,61,1.77,broken clouds
664,Khani,GE,41.9563,42.9566,62.6,72,90,3.44,overcast clouds
665,Gold Coast,AU,-28.0,153.4333,63.0,72,0,10.36,clear sky
666,Zapolyarnyy,RU,69.4154,30.8136,39.2,65,0,3.44,clear sky
667,Srednekolymsk,RU,67.45,153.6833,10.15,85,12,10.49,few clouds
668,Were Ilu,ET,10.6,39.4333,56.37,57,96,5.26,overcast clouds
669,Villazon,BO,-22.0866,-65.5942,60.82,24,6,0.65,clear sky
670,Freeport,US,40.6576,-73.5832,62.01,41,40,14.97,scattered clouds
671,Haian,CN,32.5436,120.45,51.01,42,0,6.91,clear sky
672,Severnyy,RU,50.677,36.5532,42.8,93,75,4.47,heavy intensity rain
673,Marrakesh,MA,31.6315,-8.0083,82.4,24,20,2.3,few clouds
674,Le Vauclin,MQ,14.5452,-60.8388,86.0,58,40,20.71,scattered clouds
675,Aswan,EG,24.0934,32.907,89.96,26,0,15.97,clear sky
676,Tilichiki,RU,60.4667,166.1,24.53,86,100,2.17,overcast clouds
677,Svelgen,NO,61.7685,5.2955,51.8,53,0,4.61,clear sky
678,Jieznas,LT,54.6,24.1667,59.0,38,0,5.75,clear sky
679,Cockburn Town,TC,21.4612,-71.1419,82.4,69,1,11.5,clear sky
680,Corrente,BR,-3.7367,-43.3394,75.6,94,100,2.8,overcast clouds
681,Redlands,US,34.0556,-117.1825,79.0,10,1,10.36,clear sky
682,Zakharovo,RU,54.366,39.2792,46.0,63,100,10.18,light rain
683,Newcastleton,GB,55.1796,-2.8127,52.0,59,99,2.86,overcast clouds
684,Collie,AU,-33.3667,116.15,50.0,88,100,3.31,overcast clouds
685,Guarapari,BR,-20.6667,-40.4975,84.2,70,20,13.8,few clouds
686,Lawton,US,34.6087,-98.3903,64.99,31,20,16.11,few clouds
687,Ardakan,IR,32.31,54.0175,69.8,24,0,2.3,clear sky
688,Vestmannaeyjar,IS,63.4427,-20.2734,33.8,93,90,26.46,snow
